dataset,variant_id,method,actual_hidden_count,beam_size,avg_distance_computations,avg_visible_distance_computations,avg_hidden_distance_computations,avg_hop_count,recall_at_1,recall_at_10,recall_at_k,true_top1_hit_in_topk
glove-200-angular,baseline_beam4,baseline,0,4,522.598,522.598,0.0,9.237,0.344,0.32940000000000014,0.22591000000000003,0.344
glove-200-angular,baseline_beam8,baseline,0,8,795.357,795.357,0.0,14.817,0.492,0.4789999999999997,0.3534699999999994,0.492
glove-200-angular,baseline_beam16,baseline,0,16,1217.861,1217.861,0.0,24.402,0.618,0.6030999999999996,0.4830499999999993,0.618
glove-200-angular,baseline_beam32,baseline,0,32,1879.762,1879.762,0.0,41.354,0.725,0.7040999999999993,0.5993400000000008,0.725
glove-200-angular,baseline_beam64,baseline,0,64,3035.026,3035.026,0.0,74.042,0.813,0.7868999999999983,0.6914400000000015,0.813
glove-200-angular,baseline_beam96,baseline,0,96,4073.72,4073.72,0.0,105.866,0.844,0.818999999999998,0.7362300000000018,0.844
glove-200-angular,baseline_beam144,baseline,0,144,5551.814,5551.814,0.0,153.565,0.879,0.8518999999999975,0.7759900000000012,0.879
glove-200-angular,baseline_beam216,baseline,0,216,7631.006,7631.006,0.0,224.425,0.905,0.8799999999999983,0.8110700000000014,0.905
glove-200-angular,baseline_beam324,baseline,0,324,10628.633,10628.633,0.0,331.462,0.928,0.9045999999999986,0.8427500000000018,0.928
glove-200-angular,baseline_beam486,baseline,0,486,14915.486,14915.486,0.0,491.869,0.942,0.9235999999999984,0.8695900000000024,0.942
glove-200-angular,baseline_beam729,baseline,0,729,21066.551,21066.551,0.0,733.6,0.956,0.9419999999999978,0.8939900000000033,0.956
glove-200-angular,baseline_beam1093,baseline,0,1093,29901.565,29901.565,0.0,1096.694,0.971,0.9569999999999977,0.9166500000000031,0.971
glove-200-angular,baseline_beam1639,baseline,0,1639,42532.57,42532.57,0.0,1642.027,0.976,0.9686999999999977,0.9368500000000028,0.976
glove-200-angular,baseline_beam2458,baseline,0,2458,60530.566,60530.566,0.0,2460.509,0.981,0.9767999999999974,0.9537800000000024,0.981
glove-200-angular,baseline_beam3687,baseline,0,3687,85903.233,85903.233,0.0,3689.017,0.986,0.9851999999999987,0.9682100000000028,0.986
glove-200-angular,baseline_beam5530,baseline,0,5530,121312.794,121312.794,0.0,5531.554,0.99,0.9906999999999989,0.9795500000000034,0.99
glove-200-angular,cluster_centroid_beam4,cluster_centroid,250000,4,510.227,265.645,244.582,8.958,0.453,0.3829000000000006,0.20941000000000004,0.453
glove-200-angular,cluster_centroid_beam8,cluster_centroid,250000,8,729.412,398.196,331.216,13.729,0.566,0.5061999999999997,0.3022,0.566
glove-200-angular,cluster_centroid_beam16,cluster_centroid,250000,16,1096.766,628.358,468.408,22.513,0.687,0.6194999999999988,0.41778000000000026,0.687
glove-200-angular,cluster_centroid_beam32,cluster_centroid,250000,32,1721.233,1032.45,688.783,38.764,0.772,0.7088999999999983,0.5307300000000004,0.772
glove-200-angular,cluster_centroid_beam64,cluster_centroid,250000,64,2865.951,1800.16,1065.791,70.921,0.848,0.7876999999999987,0.6385500000000017,0.848
glove-200-angular,cluster_centroid_beam96,cluster_centroid,250000,96,3922.618,2524.427,1398.191,102.65,0.879,0.8251999999999979,0.693530000000001,0.879
glove-200-angular,cluster_centroid_beam144,cluster_centroid,250000,144,5437.063,3581.452,1855.611,150.018,0.901,0.853399999999998,0.7408400000000022,0.901
glove-200-angular,cluster_centroid_beam216,cluster_centroid,250000,216,7632.019,5133.422,2498.597,221.474,0.922,0.8841999999999985,0.7852900000000009,0.922
glove-200-angular,cluster_centroid_beam324,cluster_centroid,250000,324,10767.833,7375.441,3392.392,328.808,0.947,0.9093999999999974,0.8247600000000008,0.947
glove-200-angular,cluster_centroid_beam486,cluster_centroid,250000,486,15284.344,10634.921,4649.423,489.806,0.962,0.9309999999999972,0.8587100000000022,0.962
glove-200-angular,cluster_centroid_beam729,cluster_centroid,250000,729,21800.404,15380.565,6419.839,732.102,0.969,0.9485999999999976,0.8895900000000027,0.969
glove-200-angular,cluster_centroid_beam1093,cluster_centroid,250000,1093,31147.607,22249.419,8898.188,1095.562,0.983,0.9656999999999978,0.9168300000000027,0.983
glove-200-angular,cluster_centroid_beam1639,cluster_centroid,250000,1639,44523.286,32157.474,12365.812,1641.094,0.987,0.9765999999999981,0.939820000000003,0.987
glove-200-angular,cluster_centroid_beam2458,cluster_centroid,250000,2458,63605.798,46399.647,17206.151,2459.841,0.995,0.9846999999999985,0.9588200000000027,0.995
glove-200-angular,cluster_centroid_beam3687,cluster_centroid,250000,3687,90683.738,66799.677,23884.061,3688.396,0.997,0.9914999999999989,0.9735700000000035,0.997
glove-200-angular,cluster_centroid_beam5530,cluster_centroid,250000,5530,128696.814,95718.519,32978.295,5531.11,0.998,0.9954999999999994,0.9845700000000048,0.998
