dataset,method,actual_hidden_count,recall_at_1_auc,recall_at_k_auc,best_variant_id,best_variant_beam_size,best_variant_recall_at_1,best_variant_recall_at_k,best_variant_avg_distance_computations,matched_beam_mean_delta_recall_at_1,matched_beam_mean_delta_recall_at_k,matched_beam_mean_delta_distance_computations,matched_beam_mean_delta_hop_count
nytimes-256-angular,baseline,0,0.6669315835157354,0.38722956854406976,baseline_beam64,64,0.87,0.6069999999999998,1519.878,0.0,0.0,0.0,0.0
nytimes-256-angular,cluster_centroid,120,0.6981863622845864,0.39745984181189004,cluster_centroid_beam64,64,0.862,0.6055199999999996,1510.846,0.032399999999999984,0.007232000000000094,-21.14039999999996,-2.9308
nytimes-256-angular,bridge,120,0.661509891553536,0.3855448614537718,bridge_beam64,64,0.864,0.6049999999999999,1510.246,-0.005599999999999983,-0.0018880000000001396,-3.0879999999999597,-0.0404000000000007
