dataset,method,actual_hidden_count,recall_at_1_auc,recall_at_k_auc,best_variant_id,best_variant_beam_size,best_variant_recall_at_1,best_variant_recall_at_k,best_variant_avg_distance_computations,matched_beam_mean_delta_recall_at_1,matched_beam_mean_delta_recall_at_k,matched_beam_mean_delta_distance_computations,matched_beam_mean_delta_hop_count
nytimes-256-angular,baseline,0,0.7556358161570049,0.5280886240668473,baseline_beam486,486,0.992,0.9499100000000045,6800.296,0.0,0.0,0.0,0.0
nytimes-256-angular,cluster_centroid,6000,0.7282349816390296,0.4594846561907518,cluster_centroid_beam486,486,0.979,0.8719199999999995,6290.341,-0.043999999999999984,-0.09396800000000036,-335.0476,-0.5402999999999977
