dataset,variant_id,method,actual_hidden_count,beam_size,avg_distance_computations,avg_visible_distance_computations,avg_hidden_distance_computations,avg_hop_count,recall_at_1,recall_at_10,recall_at_k,true_top1_hit_in_topk
nytimes-256-angular,baseline_beam4,baseline,0,4,398.689,398.689,0.0,8.322,0.514,0.4713000000000007,0.2797800000000001,0.515
nytimes-256-angular,baseline_beam8,baseline,0,8,615.467,615.467,0.0,13.526,0.675,0.6137999999999997,0.3842999999999996,0.676
nytimes-256-angular,baseline_beam16,baseline,0,16,951.764,951.764,0.0,21.975,0.788,0.7158999999999986,0.48823000000000005,0.789
nytimes-256-angular,baseline_beam32,baseline,0,32,1544.515,1544.515,0.0,37.45,0.879,0.8162999999999969,0.610589999999999,0.88
nytimes-256-angular,baseline_beam64,baseline,0,64,2628.852,2628.852,0.0,67.972,0.948,0.896699999999996,0.7510599999999991,0.949
nytimes-256-angular,baseline_beam96,baseline,0,96,3613.618,3613.618,0.0,99.267,0.968,0.9362999999999959,0.8351299999999997,0.969
nytimes-256-angular,baseline_beam144,baseline,0,144,4881.51,4881.51,0.0,146.559,0.987,0.9661999999999963,0.904360000000001,0.988
nytimes-256-angular,baseline_beam216,baseline,0,216,6395.515,6395.515,0.0,218.025,0.996,0.9856999999999981,0.953740000000008,0.997
nytimes-256-angular,cluster_centroid_beam4,cluster_centroid,6000,4,340.509,200.551,139.958,7.003,0.472,0.4261000000000004,0.21669999999999992,0.473
nytimes-256-angular,cluster_centroid_beam8,cluster_centroid,6000,8,511.43,309.732,201.698,12.093,0.594,0.5282000000000002,0.2899399999999997,0.595
nytimes-256-angular,cluster_centroid_beam16,cluster_centroid,6000,16,793.36,490.346,303.014,21.201,0.723,0.6482999999999991,0.38053000000000015,0.724
nytimes-256-angular,cluster_centroid_beam32,cluster_centroid,6000,32,1282.493,804.449,478.044,37.291,0.825,0.7433999999999992,0.48392000000000024,0.826
nytimes-256-angular,cluster_centroid_beam64,cluster_centroid,6000,64,2188.871,1389.333,799.538,68.193,0.902,0.8361999999999982,0.6150099999999986,0.903
nytimes-256-angular,cluster_centroid_beam96,cluster_centroid,6000,96,3060.847,1954.388,1106.459,99.344,0.939,0.8870999999999974,0.7027899999999996,0.94
nytimes-256-angular,cluster_centroid_beam144,cluster_centroid,6000,144,4275.469,2747.124,1528.345,146.283,0.96,0.9259999999999962,0.7886999999999995,0.961
nytimes-256-angular,cluster_centroid_beam216,cluster_centroid,6000,216,5908.581,3819.966,2088.615,217.701,0.981,0.9597999999999963,0.8682800000000003,0.982
nytimes-256-angular,cluster_centroid_beam324,cluster_centroid,6000,324,7938.102,5163.473,2774.629,325.223,0.992,0.9799999999999978,0.928430000000001,0.993
