dataset,method,actual_hidden_count,recall_at_1_auc,recall_at_k_auc,best_variant_id,best_variant_beam_size,best_variant_recall_at_1,best_variant_recall_at_k,best_variant_avg_distance_computations,matched_beam_mean_delta_recall_at_1,matched_beam_mean_delta_recall_at_k,matched_beam_mean_delta_distance_computations,matched_beam_mean_delta_hop_count
sift-128-euclidean,baseline,0,0.9640566829199255,0.9045772922722513,baseline_beam12442,12442,0.996,0.9998900000000001,67983.825,0.0,0.0,0.0,0.0
sift-128-euclidean,cluster_centroid,50000,0.9444667090505328,0.8650293745194365,cluster_centroid_beam27994,27994,0.996,0.9998800000000001,124801.742,-0.019099999999999995,-0.03359099999999997,1425.8900999999996,-1.279000000000029
