dataset,method,actual_hidden_count,recall_at_1_auc,recall_at_k_auc,best_variant_id,best_variant_beam_size,best_variant_recall_at_1,best_variant_recall_at_k,best_variant_avg_distance_computations,matched_beam_mean_delta_recall_at_1,matched_beam_mean_delta_recall_at_k,matched_beam_mean_delta_distance_computations,matched_beam_mean_delta_hop_count
glove-200-angular,baseline,0,0.8307587334803217,0.7451136725021726,baseline_beam5530,5530,0.99,0.9795500000000034,121312.794,0.0,0.0,0.0,0.0
glove-200-angular,cluster_centroid,50000,0.8603706290782089,0.7284533302141301,cluster_centroid_beam5530,5530,0.997,0.9823300000000055,133261.549,0.024500000000000004,-0.019561874999999916,2182.7666875000004,-2.291749999999986
