dataset,method,actual_hidden_count,recall_at_1_auc,recall_at_k_auc,best_variant_id,best_variant_beam_size,best_variant_recall_at_1,best_variant_recall_at_k,best_variant_avg_distance_computations,matched_beam_mean_delta_recall_at_1,matched_beam_mean_delta_recall_at_k,matched_beam_mean_delta_distance_computations,matched_beam_mean_delta_hop_count
yfcc-10M-u8-192-l2,baseline,0,0.9864342281827815,0.9508181188998579,baseline_beam12442,12442,1.0,0.9998900000000001,94640.509,0.0,0.0,0.0,0.0
yfcc-10M-u8-192-l2,cluster_centroid,150000,0.9664783210845382,0.8876148252408015,cluster_centroid_beam12442,12442,1.0,0.9993700000000004,106325.347,-0.020833333333333332,-0.058928333333332694,1738.0746666666662,-1.015500000000096
