dataset,method,actual_hidden_count,recall_at_1_auc,recall_at_k_auc,best_variant_id,best_variant_beam_size,best_variant_recall_at_1,best_variant_recall_at_k,best_variant_avg_distance_computations,matched_beam_mean_delta_recall_at_1,matched_beam_mean_delta_recall_at_k,matched_beam_mean_delta_distance_computations,matched_beam_mean_delta_hop_count
yfcc-10M-u8-192-l2,baseline,0,0.9655541730066362,0.921273365198967,baseline_beam27994,27994,1.0,0.9997900000000002,123766.134,0.0,0.0,0.0,0.0
yfcc-10M-u8-192-l2,cluster_centroid,250000,0.9426881952518726,0.8490353396258269,cluster_centroid_beam27994,27994,1.0,0.9981500000000013,132638.428,-0.02430000000000001,-0.07305299999999945,1193.9194500000003,-1.5357999999999425
