dataset,method,actual_hidden_count,recall_at_1_auc,recall_at_k_auc,best_variant_id,best_variant_beam_size,best_variant_recall_at_1,best_variant_recall_at_k,best_variant_avg_distance_computations,matched_beam_mean_delta_recall_at_1,matched_beam_mean_delta_recall_at_k,matched_beam_mean_delta_distance_computations,matched_beam_mean_delta_hop_count
glove-200-angular,baseline,0,0.7121783587239878,0.650184310403344,baseline_beam12442,12442,0.976,0.9586600000000022,126814.31,0.0,0.0,0.0,0.0
glove-200-angular,cluster_centroid,250000,0.8016263644680609,0.6808466759167798,cluster_centroid_beam12442,12442,0.992,0.9727200000000036,140652.804,0.07272222222222222,0.016470555555555853,2273.3500000000004,-6.600333333333449
