dataset,method,actual_hidden_count,recall_at_1_auc,recall_at_k_auc,best_variant_id,best_variant_beam_size,best_variant_recall_at_1,best_variant_recall_at_k,best_variant_avg_distance_computations,matched_beam_mean_delta_recall_at_1,matched_beam_mean_delta_recall_at_k,matched_beam_mean_delta_distance_computations,matched_beam_mean_delta_hop_count
glove-200-angular,baseline,0,0.8307587334803217,0.7451136725021726,baseline_beam5530,5530,0.99,0.9795500000000034,121312.794,0.0,0.0,0.0,0.0
glove-200-angular,cluster_centroid,250000,0.8688425303467459,0.7255154167673359,cluster_centroid_beam5530,5530,0.998,0.9845700000000048,128696.814,0.032250000000000015,-0.023304374999999905,1182.9106875000007,-1.7933750000000201
