dataset,method,actual_hidden_count,recall_at_1_auc,recall_at_k_auc,best_variant_id,best_variant_beam_size,best_variant_recall_at_1,best_variant_recall_at_k,best_variant_avg_distance_computations,matched_beam_mean_delta_recall_at_1,matched_beam_mean_delta_recall_at_k,matched_beam_mean_delta_distance_computations,matched_beam_mean_delta_hop_count
nytimes-256-angular,baseline,0,0.7692135268010031,0.46680284955107265,baseline_beam32,32,0.894,0.6323999999999996,1658.272,0.0,0.0,0.0,0.0
nytimes-256-angular,cluster_centroid,3000,0.7802840758806853,0.4260293257099444,cluster_centroid_beam32,32,0.894,0.5866000000000007,1608.756,0.015500000000000014,-0.03871999999999988,-39.43599999999998,-1.0545000000000007
