dataset,method,actual_hidden_count,recall_at_1_auc,recall_at_k_auc,best_variant_id,best_variant_beam_size,best_variant_recall_at_1,best_variant_recall_at_k,best_variant_avg_distance_computations,matched_beam_mean_delta_recall_at_1,matched_beam_mean_delta_recall_at_k,matched_beam_mean_delta_distance_computations,matched_beam_mean_delta_hop_count
nytimes-256-angular,baseline,0,0.6669315835157354,0.38722956854406976,baseline_beam64,64,0.87,0.6069999999999998,1519.878,0.0,0.0,0.0,0.0
nytimes-256-angular,cluster_centroid,3000,0.7094811439716581,0.374212144102582,cluster_centroid_beam64,64,0.88,0.5793199999999998,1484.298,0.0392,-0.016375999999999967,-19.53639999999998,-1.8035999999999994
