dataset,method,actual_hidden_count,recall_at_1_auc,recall_at_k_auc,best_variant_id,best_variant_beam_size,best_variant_recall_at_1,best_variant_recall_at_k,best_variant_avg_distance_computations,matched_beam_mean_delta_recall_at_1,matched_beam_mean_delta_recall_at_k,matched_beam_mean_delta_distance_computations,matched_beam_mean_delta_hop_count
fashion-mnist-784-euclidean,baseline,0,0.9912363223787442,0.9415103574351005,baseline_beam2458,2458,1.0,0.9997800000000002,6385.037,0.0,0.0,0.0,0.0
fashion-mnist-784-euclidean,cluster_centroid,15000,0.9894870830724231,0.9181513103045772,cluster_centroid_beam2458,2458,0.998,0.9996400000000002,6535.491,-0.0023571428571428593,-0.028320714285714085,48.0347142857143,-1.095428571428558
