dataset,method,actual_hidden_count,recall_at_1_auc,recall_at_k_auc,best_variant_id,best_variant_beam_size,best_variant_recall_at_1,best_variant_recall_at_k,best_variant_avg_distance_computations,matched_beam_mean_delta_recall_at_1,matched_beam_mean_delta_recall_at_k,matched_beam_mean_delta_distance_computations,matched_beam_mean_delta_hop_count
yfcc-10M-u8-192-l2,baseline,0,0.9864342281827815,0.9508181188998579,baseline_beam12442,12442,1.0,0.9998900000000001,94640.509,0.0,0.0,0.0,0.0
yfcc-10M-u8-192-l2,cluster_centroid,50000,0.9585969228508056,0.8925686845722578,cluster_centroid_beam12442,12442,1.0,0.9988700000000008,112909.626,-0.02838888888888889,-0.05207555555555466,3131.1389999999997,-1.1973888888889457
