dataset,method,actual_hidden_count,recall_at_1_auc,recall_at_k_auc,best_variant_id,best_variant_beam_size,best_variant_recall_at_1,best_variant_recall_at_k,best_variant_avg_distance_computations,matched_beam_mean_delta_recall_at_1,matched_beam_mean_delta_recall_at_k,matched_beam_mean_delta_distance_computations,matched_beam_mean_delta_hop_count
fashion-mnist-784-euclidean,baseline,0,0.993186721660161,0.9481200849371286,baseline_beam2458,2458,1.0,0.9999600000000001,6758.679,0.0,0.0,0.0,0.0
fashion-mnist-784-euclidean,cluster_centroid,3000,0.9929489123080076,0.9430830174999895,cluster_centroid_beam2458,2458,1.0,0.9998100000000002,6736.594,-0.001285714285714287,-0.008874285714285415,22.528499999999983,-1.3520714285714222
